ltable_id,rtable_id,label,block_id,entity_a,entity_b,entity_a_title,entity_b_title
0,1878,1,pack,title: clickart 950 000 premier image pack ( dvd-rom ); manufacturer: broderbund; price: nan,title: clickart 950000 premier image pack ( dvd-rom ); manufacturer: nan; price: 48.95,clickart 950 000 premier image pack ( dvd-rom ),clickart 950000 premier image pack ( dvd-rom )
287,3003,0,5,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: adobe acrobat professional 7; manufacturer: nan; price: 350.0,sibelius 5 professional edition,adobe acrobat professional 7
287,3028,0,5,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: sibelius sibelius 5 software educational discount music production software; manufacturer: sibelius-software-ltd .; price: 248.95,sibelius 5 professional edition,sibelius sibelius 5 software educational discount music production software
287,3089,0,5,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: systemsuite 6 ( tm ) professional mini; manufacturer: nan; price: 49.99,sibelius 5 professional edition,systemsuite 6 ( tm ) professional mini
443,2441,0,5,title: microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client; manufacturer: microsoft; price: 709.0,title: microsoft windows vista ultimate upgrade; manufacturer: nan; price: 239.95,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft windows vista ultimate upgrade
524,1418,0,5,title: apple final cut express hd 3.5 ( mac ); manufacturer: apple computer; price: 299.0,title: apple final cut studio 2 production suite for mac av production software; manufacturer: nan; price: 1298.95,apple final cut express hd 3.5 ( mac ),apple final cut studio 2 production suite for mac av production software
524,2755,0,5,title: apple final cut express hd 3.5 ( mac ); manufacturer: apple computer; price: 299.0,title: apple software m9372z/a final cut express 2.0 upgrade; manufacturer: apple software; price: 79.99,apple final cut express hd 3.5 ( mac ),apple software m9372z/a final cut express 2.0 upgrade
531,1803,0,5,title: microsoft windows server 2003 client additional license for users-5 pack; manufacturer: microsoft; price: 809.0,title: eqzfn07-231 zetafax license 5 additional users win; manufacturer: nan; price: 499.17,microsoft windows server 2003 client additional license for users-5 pack,eqzfn07-231 zetafax license 5 additional users win
546,3166,0,5,title: adobe photoshop elements 5.0 premiere elements 3.0 bundle; manufacturer: adobe; price: 149.99,title: adobe ( r ) photoshop ( r ) album 1.0; manufacturer: nan; price: 49.88,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe ( r ) photoshop ( r ) album 1.0
662,1803,0,5,title: microsoft windows terminal server 2003 client additional license for users - 5 user; manufacturer: microsoft; price: 669.0,title: eqzfn07-231 zetafax license 5 additional users win; manufacturer: nan; price: 499.17,microsoft windows terminal server 2003 client additional license for users - 5 user,eqzfn07-231 zetafax license 5 additional users win
932,2141,0,5,title: registry mechanic 5.x pc system repair; manufacturer: pc tools; price: 29.95,title: system mechanic 6 professional; manufacturer: nan; price: 36.9,registry mechanic 5.x pc system repair,system mechanic 6 professional
1269,1427,0,5,title: punch 5 in 1 home design; manufacturer: punch ! software; price: 39.99,title: punch software 85100 punch!master landscape pro v10 and home design; manufacturer: nan; price: 59.97,punch 5 in 1 home design,punch software 85100 punch!master landscape pro v10 and home design
1287,1427,0,5,title: punch ! 5 in 1 home design; manufacturer: punch ! software; price: 39.99,title: punch software 85100 punch!master landscape pro v10 and home design; manufacturer: nan; price: 59.97,punch ! 5 in 1 home design,punch software 85100 punch!master landscape pro v10 and home design
90,1497,0,indows,title: emc retrospect 7.5 professional for windows upgrade; manufacturer: dantz; price: nan,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,emc retrospect 7.5 professional for windows upgrade,microsoft office and windows training professional
93,1497,0,indows,title: microsoft office frontpage 2003 academic version windows ); manufacturer: microsoft; price: 159.98,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft office frontpage 2003 academic version windows ),microsoft office and windows training professional
93,2877,0,indows,title: microsoft office frontpage 2003 academic version windows ); manufacturer: microsoft; price: 159.98,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office frontpage 2003 academic version windows ),microsoft office outlook 2007
165,1503,1,indows,title: hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ); manufacturer: hewlett packard; price: nan,title: hewlett packard 213076-b26 secure path v4 .0 c win wkgp ed 1 lic/cd; manufacturer: nan; price: 1888.39,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ),hewlett packard 213076-b26 secure path v4 .0 c win wkgp ed 1 lic/cd
321,3120,1,indows,title: route 66 mobile 7 usa/cdn for windows mobile 5; manufacturer: csdc; price: 149.0,title: route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms ); manufacturer: nan; price: 143.04,route 66 mobile 7 usa/cdn for windows mobile 5,route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms )
348,1497,0,indows,title: microsoft office & windows training; manufacturer: topics entertainment; price: 29.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft office & windows training,microsoft office and windows training professional
348,1636,0,indows,title: microsoft office & windows training; manufacturer: topics entertainment; price: 29.99,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft office & windows training,microsoft 164-04052
348,2877,0,indows,title: microsoft office & windows training; manufacturer: topics entertainment; price: 29.99,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office & windows training,microsoft office outlook 2007
492,1497,0,indows,title: microsoft productivity pack for windows mobile; manufacturer: microsoft; price: 29.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft productivity pack for windows mobile,microsoft office and windows training professional
512,1497,0,indows,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows xp professional upgrade with sp2,microsoft office and windows training professional
514,1497,0,indows,title: microsoft windows vista ultimate upgrade [ dvd ]; manufacturer: microsoft; price: 259.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows vista ultimate upgrade [ dvd ],microsoft office and windows training professional
523,1497,0,indows,title: microsoft windows vista ultimate full version [ dvd ]; manufacturer: microsoft; price: 399.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows vista ultimate full version [ dvd ],microsoft office and windows training professional
531,1497,0,indows,title: microsoft windows server 2003 client additional license for users-5 pack; manufacturer: microsoft; price: 809.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows server 2003 client additional license for users-5 pack,microsoft office and windows training professional
544,1497,0,indows,title: microsoft windows xp home edition full version with sp2; manufacturer: microsoft; price: 199.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows xp home edition full version with sp2,microsoft office and windows training professional
570,2266,0,indows,title: professor teaches windows xp; manufacturer: individual software; price: 19.99,title: individual software prm-xw3 professor teaches excel & word; manufacturer: individual software; price: 24.99,professor teaches windows xp,individual software prm-xw3 professor teaches excel & word
584,1497,0,indows,title: microsoft windows vista business full version [ dvd ]; manufacturer: microsoft; price: 299.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows vista business full version [ dvd ],microsoft office and windows training professional
632,1497,0,indows,title: microsoft windows xp professional full version with sp2; manufacturer: microsoft; price: 299.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows xp professional full version with sp2,microsoft office and windows training professional
654,1497,0,indows,title: acrobat professional 8 ( windows ); manufacturer: adobe; price: 273.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,acrobat professional 8 ( windows ),microsoft office and windows training professional
662,1497,0,indows,title: microsoft windows terminal server 2003 client additional license for users - 5 user; manufacturer: microsoft; price: 669.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft office and windows training professional
753,1497,1,indows,title: microsoft office & windows training professional; manufacturer: topics entertainment; price: 49.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft office & windows training professional,microsoft office and windows training professional
753,2877,0,indows,title: microsoft office & windows training professional; manufacturer: topics entertainment; price: 49.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office & windows training professional,microsoft office outlook 2007
1059,3185,0,indows,title: quarkxpress 7 windows & macintosh ); manufacturer: quark; price: 899.0,title: quark quarkxpress 7 upgrade for mac & windows; manufacturer: nan; price: 244.99,quarkxpress 7 windows & macintosh ),quark quarkxpress 7 upgrade for mac & windows
1136,3185,0,indows,title: mediafour macdrive 6 for windows; manufacturer: mediafour corporation; price: 49.99,title: quark quarkxpress 7 upgrade for mac & windows; manufacturer: nan; price: 244.99,mediafour macdrive 6 for windows,quark quarkxpress 7 upgrade for mac & windows
1182,2627,0,indows,title: onone software pxl smartscale windows and macintosh ); manufacturer: onone software; price: nan,title: onone software pxe-11433 pxl smartscale elect 1-user english mac/win; manufacturer: onone software; price: 158.99,onone software pxl smartscale windows and macintosh ),onone software pxe-11433 pxl smartscale elect 1-user english mac/win
229,3003,0,7,title: vcomm system suite professional 7; manufacturer: avanquest; price: 49.95,title: adobe acrobat professional 7; manufacturer: nan; price: 350.0,vcomm system suite professional 7,adobe acrobat professional 7
250,3003,0,7,title: adobe after effects professional 7.0; manufacturer: adobe; price: 999.0,title: adobe acrobat professional 7; manufacturer: nan; price: 350.0,adobe after effects professional 7.0,adobe acrobat professional 7
270,3003,0,7,title: adobe acrobat 7.0 professional; manufacturer: adobe; price: 449.99,title: adobe acrobat professional 7; manufacturer: nan; price: 350.0,adobe acrobat 7.0 professional,adobe acrobat professional 7
333,3003,0,7,title: adobe after effects 7.0 professional ( mac ); manufacturer: adobe; price: 999.0,title: adobe acrobat professional 7; manufacturer: nan; price: 350.0,adobe after effects 7.0 professional ( mac ),adobe acrobat professional 7
827,1404,0,7,title: m-audio pro tools m-powered 7.3 m-audio compatible world-class production software; manufacturer: m-audio; price: 299.99,title: m-audio pro tools m-powered mpowered 7 software educational discount music production software; manufacturer: nan; price: 198.95,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio pro tools m-powered mpowered 7 software educational discount music production software
90,1497,0,windowindows,title: emc retrospect 7.5 professional for windows upgrade; manufacturer: dantz; price: nan,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,emc retrospect 7.5 professional for windows upgrade,microsoft office and windows training professional
93,1497,0,windowindows,title: microsoft office frontpage 2003 academic version windows ); manufacturer: microsoft; price: 159.98,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft office frontpage 2003 academic version windows ),microsoft office and windows training professional
93,2877,0,windowindows,title: microsoft office frontpage 2003 academic version windows ); manufacturer: microsoft; price: 159.98,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office frontpage 2003 academic version windows ),microsoft office outlook 2007
165,1503,1,windowindows,title: hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ); manufacturer: hewlett packard; price: nan,title: hewlett packard 213076-b26 secure path v4 .0 c win wkgp ed 1 lic/cd; manufacturer: nan; price: 1888.39,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ),hewlett packard 213076-b26 secure path v4 .0 c win wkgp ed 1 lic/cd
321,3120,1,windowindows,title: route 66 mobile 7 usa/cdn for windows mobile 5; manufacturer: csdc; price: 149.0,title: route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms ); manufacturer: nan; price: 143.04,route 66 mobile 7 usa/cdn for windows mobile 5,route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms )
348,1497,0,windowindows,title: microsoft office & windows training; manufacturer: topics entertainment; price: 29.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft office & windows training,microsoft office and windows training professional
348,1636,0,windowindows,title: microsoft office & windows training; manufacturer: topics entertainment; price: 29.99,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft office & windows training,microsoft 164-04052
348,2877,0,windowindows,title: microsoft office & windows training; manufacturer: topics entertainment; price: 29.99,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office & windows training,microsoft office outlook 2007
492,1497,0,windowindows,title: microsoft productivity pack for windows mobile; manufacturer: microsoft; price: 29.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft productivity pack for windows mobile,microsoft office and windows training professional
512,1497,0,windowindows,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows xp professional upgrade with sp2,microsoft office and windows training professional
514,1497,0,windowindows,title: microsoft windows vista ultimate upgrade [ dvd ]; manufacturer: microsoft; price: 259.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows vista ultimate upgrade [ dvd ],microsoft office and windows training professional
523,1497,0,windowindows,title: microsoft windows vista ultimate full version [ dvd ]; manufacturer: microsoft; price: 399.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows vista ultimate full version [ dvd ],microsoft office and windows training professional
531,1497,0,windowindows,title: microsoft windows server 2003 client additional license for users-5 pack; manufacturer: microsoft; price: 809.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows server 2003 client additional license for users-5 pack,microsoft office and windows training professional
544,1497,0,windowindows,title: microsoft windows xp home edition full version with sp2; manufacturer: microsoft; price: 199.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows xp home edition full version with sp2,microsoft office and windows training professional
570,2266,0,windowindows,title: professor teaches windows xp; manufacturer: individual software; price: 19.99,title: individual software prm-xw3 professor teaches excel & word; manufacturer: individual software; price: 24.99,professor teaches windows xp,individual software prm-xw3 professor teaches excel & word
584,1497,0,windowindows,title: microsoft windows vista business full version [ dvd ]; manufacturer: microsoft; price: 299.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows vista business full version [ dvd ],microsoft office and windows training professional
632,1497,0,windowindows,title: microsoft windows xp professional full version with sp2; manufacturer: microsoft; price: 299.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows xp professional full version with sp2,microsoft office and windows training professional
654,1497,0,windowindows,title: acrobat professional 8 ( windows ); manufacturer: adobe; price: 273.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,acrobat professional 8 ( windows ),microsoft office and windows training professional
662,1497,0,windowindows,title: microsoft windows terminal server 2003 client additional license for users - 5 user; manufacturer: microsoft; price: 669.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft office and windows training professional
753,1497,1,windowindows,title: microsoft office & windows training professional; manufacturer: topics entertainment; price: 49.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft office & windows training professional,microsoft office and windows training professional
753,2877,0,windowindows,title: microsoft office & windows training professional; manufacturer: topics entertainment; price: 49.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office & windows training professional,microsoft office outlook 2007
1059,3185,0,windowindows,title: quarkxpress 7 windows & macintosh ); manufacturer: quark; price: 899.0,title: quark quarkxpress 7 upgrade for mac & windows; manufacturer: nan; price: 244.99,quarkxpress 7 windows & macintosh ),quark quarkxpress 7 upgrade for mac & windows
1136,3185,0,windowindows,title: mediafour macdrive 6 for windows; manufacturer: mediafour corporation; price: 49.99,title: quark quarkxpress 7 upgrade for mac & windows; manufacturer: nan; price: 244.99,mediafour macdrive 6 for windows,quark quarkxpress 7 upgrade for mac & windows
1182,2627,0,windowindows,title: onone software pxl smartscale windows and macintosh ); manufacturer: onone software; price: nan,title: onone software pxe-11433 pxl smartscale elect 1-user english mac/win; manufacturer: onone software; price: 158.99,onone software pxl smartscale windows and macintosh ),onone software pxe-11433 pxl smartscale elect 1-user english mac/win
90,1497,0,window,title: emc retrospect 7.5 professional for windows upgrade; manufacturer: dantz; price: nan,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,emc retrospect 7.5 professional for windows upgrade,microsoft office and windows training professional
90,2791,0,window,title: emc retrospect 7.5 professional for windows upgrade; manufacturer: dantz; price: nan,title: adobe premiere pro cs3 video editing software for windows professional editing software; manufacturer: nan; price: 798.95,emc retrospect 7.5 professional for windows upgrade,adobe premiere pro cs3 video editing software for windows professional editing software
93,1497,0,window,title: microsoft office frontpage 2003 academic version windows ); manufacturer: microsoft; price: 159.98,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft office frontpage 2003 academic version windows ),microsoft office and windows training professional
93,2877,0,window,title: microsoft office frontpage 2003 academic version windows ); manufacturer: microsoft; price: 159.98,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office frontpage 2003 academic version windows ),microsoft office outlook 2007
165,1503,1,window,title: hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ); manufacturer: hewlett packard; price: nan,title: hewlett packard 213076-b26 secure path v4 .0 c win wkgp ed 1 lic/cd; manufacturer: nan; price: 1888.39,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ),hewlett packard 213076-b26 secure path v4 .0 c win wkgp ed 1 lic/cd
321,3120,1,window,title: route 66 mobile 7 usa/cdn for windows mobile 5; manufacturer: csdc; price: 149.0,title: route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms ); manufacturer: nan; price: 143.04,route 66 mobile 7 usa/cdn for windows mobile 5,route 66 mobile 7 usa/cdn for windows mobile 5 ( usa-7100-wms )
348,1497,0,window,title: microsoft office & windows training; manufacturer: topics entertainment; price: 29.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft office & windows training,microsoft office and windows training professional
348,1636,0,window,title: microsoft office & windows training; manufacturer: topics entertainment; price: 29.99,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft office & windows training,microsoft 164-04052
348,2877,0,window,title: microsoft office & windows training; manufacturer: topics entertainment; price: 29.99,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office & windows training,microsoft office outlook 2007
492,1497,0,window,title: microsoft productivity pack for windows mobile; manufacturer: microsoft; price: 29.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft productivity pack for windows mobile,microsoft office and windows training professional
512,1497,0,window,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows xp professional upgrade with sp2,microsoft office and windows training professional
512,2791,0,window,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: adobe premiere pro cs3 video editing software for windows professional editing software; manufacturer: nan; price: 798.95,microsoft windows xp professional upgrade with sp2,adobe premiere pro cs3 video editing software for windows professional editing software
514,1497,0,window,title: microsoft windows vista ultimate upgrade [ dvd ]; manufacturer: microsoft; price: 259.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows vista ultimate upgrade [ dvd ],microsoft office and windows training professional
523,1497,0,window,title: microsoft windows vista ultimate full version [ dvd ]; manufacturer: microsoft; price: 399.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows vista ultimate full version [ dvd ],microsoft office and windows training professional
531,1497,0,window,title: microsoft windows server 2003 client additional license for users-5 pack; manufacturer: microsoft; price: 809.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows server 2003 client additional license for users-5 pack,microsoft office and windows training professional
544,1497,0,window,title: microsoft windows xp home edition full version with sp2; manufacturer: microsoft; price: 199.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows xp home edition full version with sp2,microsoft office and windows training professional
570,2266,0,window,title: professor teaches windows xp; manufacturer: individual software; price: 19.99,title: individual software prm-xw3 professor teaches excel & word; manufacturer: individual software; price: 24.99,professor teaches windows xp,individual software prm-xw3 professor teaches excel & word
584,1497,0,window,title: microsoft windows vista business full version [ dvd ]; manufacturer: microsoft; price: 299.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows vista business full version [ dvd ],microsoft office and windows training professional
632,1497,0,window,title: microsoft windows xp professional full version with sp2; manufacturer: microsoft; price: 299.99,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows xp professional full version with sp2,microsoft office and windows training professional
632,2791,0,window,title: microsoft windows xp professional full version with sp2; manufacturer: microsoft; price: 299.99,title: adobe premiere pro cs3 video editing software for windows professional editing software; manufacturer: nan; price: 798.95,microsoft windows xp professional full version with sp2,adobe premiere pro cs3 video editing software for windows professional editing software
654,1497,0,window,title: acrobat professional 8 ( windows ); manufacturer: adobe; price: 273.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,acrobat professional 8 ( windows ),microsoft office and windows training professional
654,2791,0,window,title: acrobat professional 8 ( windows ); manufacturer: adobe; price: 273.0,title: adobe premiere pro cs3 video editing software for windows professional editing software; manufacturer: nan; price: 798.95,acrobat professional 8 ( windows ),adobe premiere pro cs3 video editing software for windows professional editing software
662,1497,0,window,title: microsoft windows terminal server 2003 client additional license for users - 5 user; manufacturer: microsoft; price: 669.0,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft office and windows training professional
753,1497,1,window,title: microsoft office & windows training professional; manufacturer: topics entertainment; price: 49.95,title: microsoft office and windows training professional; manufacturer: nan; price: 29.99,microsoft office & windows training professional,microsoft office and windows training professional
753,2791,0,window,title: microsoft office & windows training professional; manufacturer: topics entertainment; price: 49.95,title: adobe premiere pro cs3 video editing software for windows professional editing software; manufacturer: nan; price: 798.95,microsoft office & windows training professional,adobe premiere pro cs3 video editing software for windows professional editing software
753,2877,0,window,title: microsoft office & windows training professional; manufacturer: topics entertainment; price: 49.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office & windows training professional,microsoft office outlook 2007
1059,3185,0,window,title: quarkxpress 7 windows & macintosh ); manufacturer: quark; price: 899.0,title: quark quarkxpress 7 upgrade for mac & windows; manufacturer: nan; price: 244.99,quarkxpress 7 windows & macintosh ),quark quarkxpress 7 upgrade for mac & windows
1136,3185,0,window,title: mediafour macdrive 6 for windows; manufacturer: mediafour corporation; price: 49.99,title: quark quarkxpress 7 upgrade for mac & windows; manufacturer: nan; price: 244.99,mediafour macdrive 6 for windows,quark quarkxpress 7 upgrade for mac & windows
1182,2627,0,window,title: onone software pxl smartscale windows and macintosh ); manufacturer: onone software; price: nan,title: onone software pxe-11433 pxl smartscale elect 1-user english mac/win; manufacturer: onone software; price: 158.99,onone software pxl smartscale windows and macintosh ),onone software pxe-11433 pxl smartscale elect 1-user english mac/win
6,1675,0,profesrofessofessifessioessionssionasional,title: adobe after effects professional 6.5 upgrade from standard to professional; manufacturer: adobe; price: 499.99,title: adobe after effects ( v7 .0 ) pro mac up pro-pro adobe 12070227; manufacturer: nan; price: 185.32,adobe after effects professional 6.5 upgrade from standard to professional,adobe after effects ( v7 .0 ) pro mac up pro-pro adobe 12070227
6,2154,0,profesrofessofessifessioessionssionasional,title: adobe after effects professional 6.5 upgrade from standard to professional; manufacturer: adobe; price: 499.99,title: adobe after effects professional 7 software for windows effects software; manufacturer: nan; price: 999.0,adobe after effects professional 6.5 upgrade from standard to professional,adobe after effects professional 7 software for windows effects software
6,2524,0,profesrofessofessifessioessionssionasional,title: adobe after effects professional 6.5 upgrade from standard to professional; manufacturer: adobe; price: 499.99,title: adobe after effects cs3 professional software for windows effects software; manufacturer: nan; price: 998.95,adobe after effects professional 6.5 upgrade from standard to professional,adobe after effects cs3 professional software for windows effects software
90,2154,0,profesrofessofessifessioessionssionasional,title: emc retrospect 7.5 professional for windows upgrade; manufacturer: dantz; price: nan,title: adobe after effects professional 7 software for windows effects software; manufacturer: nan; price: 999.0,emc retrospect 7.5 professional for windows upgrade,adobe after effects professional 7 software for windows effects software
90,2524,0,profesrofessofessifessioessionssionasional,title: emc retrospect 7.5 professional for windows upgrade; manufacturer: dantz; price: nan,title: adobe after effects cs3 professional software for windows effects software; manufacturer: nan; price: 998.95,emc retrospect 7.5 professional for windows upgrade,adobe after effects cs3 professional software for windows effects software
250,1675,0,profesrofessofessifessioessionssionasional,title: adobe after effects professional 7.0; manufacturer: adobe; price: 999.0,title: adobe after effects ( v7 .0 ) pro mac up pro-pro adobe 12070227; manufacturer: nan; price: 185.32,adobe after effects professional 7.0,adobe after effects ( v7 .0 ) pro mac up pro-pro adobe 12070227
250,2154,1,profesrofessofessifessioessionssionasional,title: adobe after effects professional 7.0; manufacturer: adobe; price: 999.0,title: adobe after effects professional 7 software for windows effects software; manufacturer: nan; price: 999.0,adobe after effects professional 7.0,adobe after effects professional 7 software for windows effects software
250,2524,0,profesrofessofessifessioessionssionasional,title: adobe after effects professional 7.0; manufacturer: adobe; price: 999.0,title: adobe after effects cs3 professional software for windows effects software; manufacturer: nan; price: 998.95,adobe after effects professional 7.0,adobe after effects cs3 professional software for windows effects software
270,2154,0,profesrofessofessifessioessionssionasional,title: adobe acrobat 7.0 professional; manufacturer: adobe; price: 449.99,title: adobe after effects professional 7 software for windows effects software; manufacturer: nan; price: 999.0,adobe acrobat 7.0 professional,adobe after effects professional 7 software for windows effects software
270,2524,0,profesrofessofessifessioessionssionasional,title: adobe acrobat 7.0 professional; manufacturer: adobe; price: 449.99,title: adobe after effects cs3 professional software for windows effects software; manufacturer: nan; price: 998.95,adobe acrobat 7.0 professional,adobe after effects cs3 professional software for windows effects software
333,1675,0,profesrofessofessifessioessionssionasional,title: adobe after effects 7.0 professional ( mac ); manufacturer: adobe; price: 999.0,title: adobe after effects ( v7 .0 ) pro mac up pro-pro adobe 12070227; manufacturer: nan; price: 185.32,adobe after effects 7.0 professional ( mac ),adobe after effects ( v7 .0 ) pro mac up pro-pro adobe 12070227
333,2154,0,profesrofessofessifessioessionssionasional,title: adobe after effects 7.0 professional ( mac ); manufacturer: adobe; price: 999.0,title: adobe after effects professional 7 software for windows effects software; manufacturer: nan; price: 999.0,adobe after effects 7.0 professional ( mac ),adobe after effects professional 7 software for windows effects software
333,2524,0,profesrofessofessifessioessionssionasional,title: adobe after effects 7.0 professional ( mac ); manufacturer: adobe; price: 999.0,title: adobe after effects cs3 professional software for windows effects software; manufacturer: nan; price: 998.95,adobe after effects 7.0 professional ( mac ),adobe after effects cs3 professional software for windows effects software
333,2860,0,profesrofessofessifessioessionssionasional,title: adobe after effects 7.0 professional ( mac ); manufacturer: adobe; price: 999.0,title: adobe illustrator cs3 ( mac ); manufacturer: nan; price: 599.0,adobe after effects 7.0 professional ( mac ),adobe illustrator cs3 ( mac )
490,2848,0,profesrofessofessifessioessionssionasional,title: microsoft visual studio professional 2005 upgrade; manufacturer: microsoft software; price: 549.0,title: microsoft onenote 2007 upgrade ( pc ); manufacturer: nan; price: 79.95,microsoft visual studio professional 2005 upgrade,microsoft onenote 2007 upgrade ( pc )
512,2154,0,profesrofessofessifessioessionssionasional,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: adobe after effects professional 7 software for windows effects software; manufacturer: nan; price: 999.0,microsoft windows xp professional upgrade with sp2,adobe after effects professional 7 software for windows effects software
512,2524,0,profesrofessofessifessioessionssionasional,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: adobe after effects cs3 professional software for windows effects software; manufacturer: nan; price: 998.95,microsoft windows xp professional upgrade with sp2,adobe after effects cs3 professional software for windows effects software
512,2848,0,profesrofessofessifessioessionssionasional,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: microsoft onenote 2007 upgrade ( pc ); manufacturer: nan; price: 79.95,microsoft windows xp professional upgrade with sp2,microsoft onenote 2007 upgrade ( pc )
