ltable_id,rtable_id,label,block_id,entity_a,entity_b,entity_a_title,entity_b_title,sub_block_id,sub_block_size
15,2141,0,0,title: omnioutliner professional 3.0; manufacturer: csdc; price: 69.95,title: system mechanic 6 professional; manufacturer: nan; price: 36.9,omnioutliner professional 3.0,system mechanic 6 professional,0_0,6
858,3171,0,microsicrosorosoft,title: microsoft onenote 2007 upgrade; manufacturer: microsoft; price: 79.95,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft onenote 2007 upgrade,microsoft ( r ) project standard 2007,microsicrosorosoft_21,6
858,3215,0,microsicrosorosoft,title: microsoft onenote 2007 upgrade; manufacturer: microsoft; price: 79.95,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft onenote 2007 upgrade,microsoft ( r ) money 2007 deluxe,microsicrosorosoft_21,6
1145,2818,0,microsicrosorosoft,title: microsoft office 2004 standard ( mac ); manufacturer: microsoft; price: 399.99,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft office 2004 standard ( mac ),microsoft windows vista business ( pc ),microsicrosorosoft_21,6
1145,2877,0,microsicrosorosoft,title: microsoft office 2004 standard ( mac ); manufacturer: microsoft; price: 399.99,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office 2004 standard ( mac ),microsoft office outlook 2007,microsicrosorosoft_21,6
1145,3171,0,microsicrosorosoft,title: microsoft office 2004 standard ( mac ); manufacturer: microsoft; price: 399.99,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft office 2004 standard ( mac ),microsoft ( r ) project standard 2007,microsicrosorosoft_22,3
1145,3215,0,microsicrosorosoft,title: microsoft office 2004 standard ( mac ); manufacturer: microsoft; price: 399.99,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft office 2004 standard ( mac ),microsoft ( r ) money 2007 deluxe,microsicrosorosoft_22,3
1177,2877,0,microsicrosorosoft,title: microsoft office student and teacher edition 2004 macintosh; manufacturer: microsoft; price: 149.99,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office student and teacher edition 2004 macintosh,microsoft office outlook 2007,microsicrosorosoft_22,3
570,2745,0,ndividdividuividuavidual,title: professor teaches windows xp; manufacturer: individual software; price: 19.99,title: individual software prm-xw3 professor teaches excel & word; manufacturer: individual software; price: 24.99,professor teaches windows xp,individual software prm-xw3 professor teaches excel & word,ndividdividuividuavidual,3
1004,2745,0,ndividdividuividuavidual,title: professor teaches excel & word; manufacturer: individual software; price: 19.99,title: individual software prm-xw3 professor teaches excel & word; manufacturer: individual software; price: 24.99,professor teaches excel & word,individual software prm-xw3 professor teaches excel & word,ndividdividuividuavidual,3
1021,2144,0,ndividdividuividuavidual,title: resumemaker professional 12.0; manufacturer: individual software; price: 29.99,title: individual software prm-r12 resumemaker professional 12.0; manufacturer: individual software; price: 29.99,resumemaker professional 12.0,individual software prm-r12 resumemaker professional 12.0,ndividdividuividuavidual,3
773,2411,0,nglish,title: microsoft office mac 2004 english 3pk dsp 731-01163 ); manufacturer: microsoft corporation; price: nan,title: office mac 2004 microsoft 731-01002; manufacturer: nan; price: 331.77,microsoft office mac 2004 english 3pk dsp 731-01163 ),office mac 2004 microsoft 731-01002,nglish,1
18,2873,0,ntertatertaiertainrtainmtainmeainmeninment,title: the human body; manufacturer: topics entertainment; price: 19.99,title: human body 360 megasystems; manufacturer: nan; price: 29.99,the human body,human body 360 megasystems,ntertatertaiertainrtainmtainmeainmeninment_0,6
44,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion language lab deluxe edition; manufacturer: topics entertainment; price: nan,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion language lab deluxe edition,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_0,6
66,1574,1,ntertatertaiertainrtainmtainmeainmeninment,title: freddi fish 2 : the haunted schoolhouse; manufacturer: humongous entertainment; price: 29.95,title: freddi fish 2 case of haunted schl hse; manufacturer: nan; price: 7.5,freddi fish 2 : the haunted schoolhouse,freddi fish 2 case of haunted schl hse,ntertatertaiertainrtainmtainmeainmeninment_0,6
105,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion spanish ( audio book ); manufacturer: topics entertainment; price: nan,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion spanish ( audio book ),instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_0,6
109,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion french 2.0; manufacturer: topics entertainment; price: 29.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion french 2.0,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_0,6
111,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant play electric guitar deluxe; manufacturer: topics entertainment; price: 39.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant play electric guitar deluxe,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_0,6
176,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion japanese ( audio book ); manufacturer: topics entertainment; price: nan,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion japanese ( audio book ),instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_1,6
211,2423,0,ntertatertaiertainrtainmtainmeainmeninment,title: microsoft entertainment pack ce; manufacturer: microsoft; price: 49.5,title: microsoft student with encarta premium 2008 complete package; manufacturer: nan; price: 43.6,microsoft entertainment pack ce,microsoft student with encarta premium 2008 complete package,ntertatertaiertainrtainmtainmeainmeninment_1,6
274,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion italian 2.0; manufacturer: topics entertainment; price: 29.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion italian 2.0,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_1,6
276,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion 33 languages; manufacturer: topics entertainment; price: 49.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion 33 languages,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_1,6
348,1961,0,ntertatertaiertainrtainmtainmeainmeninment,title: microsoft office & windows training; manufacturer: topics entertainment; price: 29.99,title: microsoft windows services for netware v. 5.0 complete package; manufacturer: nan; price: 138.17,microsoft office & windows training,microsoft windows services for netware v. 5.0 complete package,ntertatertaiertainrtainmtainmeainmeninment_1,6
348,2195,0,ntertatertaiertainrtainmtainmeainmeninment,title: microsoft office & windows training; manufacturer: topics entertainment; price: 29.99,title: microsoft microsoft office 2004 software suite mac apple & mac software; manufacturer: nan; price: 399.95,microsoft office & windows training,microsoft microsoft office 2004 software suite mac apple & mac software,ntertatertaiertainrtainmtainmeainmeninment_1,6
389,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion japanese 2.0; manufacturer: topics entertainment; price: 19.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion japanese 2.0,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_2,6
515,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion spanish deluxe 2.0; manufacturer: topics entertainment; price: 49.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion spanish deluxe 2.0,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_2,6
554,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion german deluxe 2.0; manufacturer: topics entertainment; price: 39.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion german deluxe 2.0,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_2,6
556,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion italian deluxe 2.0; manufacturer: topics entertainment; price: 49.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion italian deluxe 2.0,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_2,6
558,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion spanish 2.0; manufacturer: topics entertainment; price: 29.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion spanish 2.0,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_2,6
599,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion french deluxe 2.0; manufacturer: topics entertainment; price: 49.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion french deluxe 2.0,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_2,6
646,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion german audio; manufacturer: topics entertainment; price: nan,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion german audio,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_3,6
678,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion german v2 .0 ( pc & mac ); manufacturer: topics entertainment; price: 29.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion german v2 .0 ( pc & mac ),instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_3,6
731,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion italian platinum; manufacturer: topics entertainment; price: 129.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion italian platinum,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_3,6
753,2195,0,ntertatertaiertainrtainmtainmeainmeninment,title: microsoft office & windows training professional; manufacturer: topics entertainment; price: 49.95,title: microsoft microsoft office 2004 software suite mac apple & mac software; manufacturer: nan; price: 399.95,microsoft office & windows training professional,microsoft microsoft office 2004 software suite mac apple & mac software,ntertatertaiertainrtainmtainmeainmeninment_3,6
852,2199,0,ntertatertaiertainrtainmtainmeainmeninment,title: cinescore professional soundtrack edition; manufacturer: sony-pictures-digital-entertainment; price: 249.95,title: adobe premiere pro 2.0 software professional editing software; manufacturer: nan; price: 848.95,cinescore professional soundtrack edition,adobe premiere pro 2.0 software professional editing software,ntertatertaiertainrtainmtainmeainmeninment_3,6
890,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion japanese deluxe 2.0; manufacturer: topics entertainment; price: 39.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion japanese deluxe 2.0,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_3,6
925,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant play guitar deluxe v2 .; manufacturer: topics entertainment; price: 39.48,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant play guitar deluxe v2 .,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_4,6
971,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion ingles audio deluxe; manufacturer: topics entertainment; price: nan,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion ingles audio deluxe,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_4,6
981,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion italian v2 .0 ( large box ); manufacturer: topics entertainment; price: 29.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion italian v2 .0 ( large box ),instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_4,6
991,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion spanish audio deluxe; manufacturer: topics entertainment; price: 39.95,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion spanish audio deluxe,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_4,6
1017,1623,0,ntertatertaiertainrtainmtainmeainmeninment,title: language lab german; manufacturer: topics entertainment; price: 39.99,title: language guide for nuvi 350; manufacturer: nan; price: 79.95,language lab german,language guide for nuvi 350,ntertatertaiertainrtainmtainmeainmeninment_4,6
1321,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion american sign language win/mac; manufacturer: topics entertainment; price: 9.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion american sign language win/mac,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_4,6
1329,2143,1,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion translator deluxe 2.0; manufacturer: topics entertainment; price: 49.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion translator deluxe 2.0,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_5,3
1341,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion hawaiian audio; manufacturer: topics entertainment; price: nan,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion hawaiian audio,instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_5,3
1353,2143,0,ntertatertaiertainrtainmtainmeainmeninment,title: instant immersion italian deluxe v2 .0 ( large box ); manufacturer: topics entertainment; price: 29.99,title: instant immersion translator deluxe 2.0; manufacturer: nan; price: 22.9,instant immersion italian deluxe v2 .0 ( large box ),instant immersion translator deluxe 2.0,ntertatertaiertainrtainmtainmeainmeninment_5,3
48,2074,1,of,title: national geographic presents : forces of nature; manufacturer: topics entertainment; price: 29.99,title: national geographic : forces of nature; manufacturer: nan; price: 12.9,national geographic presents : forces of nature,national geographic : forces of nature,of,1
594,3070,0,office,title: corel wordperfect office x3 professional edition; manufacturer: corel; price: 399.99,title: zipmagic personal edition; manufacturer: nan; price: 8.95,corel wordperfect office x3 professional edition,zipmagic personal edition,office,2
606,2377,0,office,title: microsoft office 2004 professional ( mac ); manufacturer: microsoft; price: 499.99,title: adobe after effects cs3 professional software for mac effects software; manufacturer: nan; price: 998.95,microsoft office 2004 professional ( mac ),adobe after effects cs3 professional software for mac effects software,office,2
13,2425,0,oftwarftware,title: spy sweeper spanish; manufacturer: webroot software; price: 29.95,title: webroot software 65210 spy sweeper 3 pc; manufacturer: webroot software; price: 31.99,spy sweeper spanish,webroot software 65210 spy sweeper 3 pc,oftwarftware_0,6
13,2813,0,oftwarftware,title: spy sweeper spanish; manufacturer: webroot software; price: 29.95,title: webroot spy sweeper spanish edition ( pc ); manufacturer: nan; price: 29.99,spy sweeper spanish,webroot spy sweeper spanish edition ( pc ),oftwarftware_0,6
27,1525,0,oftwarftware,title: i copy dvds 2 professional edition; manufacturer: me-too-software; price: 69.99,title: crystal reports xi professional edition complete package; manufacturer: nan; price: 537.57,i copy dvds 2 professional edition,crystal reports xi professional edition complete package,oftwarftware_0,6
27,2123,0,oftwarftware,title: i copy dvds 2 professional edition; manufacturer: me-too-software; price: 69.99,title: i copy dvds 2 ultra edition; manufacturer: nan; price: 29.9,i copy dvds 2 professional edition,i copy dvds 2 ultra edition,oftwarftware_0,6
27,2792,0,oftwarftware,title: i copy dvds 2 professional edition; manufacturer: me-too-software; price: 69.99,title: adobe dv rack 2.0 hd software for windows professional editing software; manufacturer: nan; price: 499.0,i copy dvds 2 professional edition,adobe dv rack 2.0 hd software for windows professional editing software,oftwarftware_0,6
27,2998,0,oftwarftware,title: i copy dvds 2 professional edition; manufacturer: me-too-software; price: 69.99,title: orgchart professional 1.3; manufacturer: nan; price: 39.95,i copy dvds 2 professional edition,orgchart professional 1.3,oftwarftware_0,6
59,2119,1,oftwarftware,title: studyworks ! teaching pro : middle school math & science ( win/mac ); manufacturer: global-software-publishing; price: 29.99,title: middle school math & science; manufacturer: global-software-publishing; price: 12.9,studyworks ! teaching pro : middle school math & science ( win/mac ),middle school math & science,oftwarftware_1,6
72,1567,1,oftwarftware,title: midway arcade treasures ( jewel case ); manufacturer: encore software; price: 9.99,title: encore inc 28453 midway arcade treasures win 98 me 2000 xp; manufacturer: encore inc; price: 19.38,midway arcade treasures ( jewel case ),encore inc 28453 midway arcade treasures win 98 me 2000 xp,oftwarftware_1,6
72,3110,0,oftwarftware,title: midway arcade treasures ( jewel case ); manufacturer: encore software; price: 9.99,title: cross stitch design studio ( jewel case ) ( 8006 ); manufacturer: m-and-r-technologies; price: 9.59,midway arcade treasures ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 ),oftwarftware_1,6
92,2219,0,oftwarftware,title: computrace lojack for laptops 4 year subscription; manufacturer: absolute software; price: 119.99,title: absolute software lfl-m2-12 computrace lojack for laptops 1 year license mac 10.2 or higher; manufacturer: nan; price: 44.97,computrace lojack for laptops 4 year subscription,absolute software lfl-m2-12 computrace lojack for laptops 1 year license mac 10.2 or higher,oftwarftware_1,6
92,2714,0,oftwarftware,title: computrace lojack for laptops 4 year subscription; manufacturer: absolute software; price: 119.99,title: absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher; manufacturer: nan; price: 80.97,computrace lojack for laptops 4 year subscription,absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher,oftwarftware_1,6
135,1763,0,oftwarftware,title: microsoft crm professional cal 3.0 product upgrade license pack user cal; manufacturer: microsoft software; price: 9980.0,title: 29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra; manufacturer: nan; price: 1687.48,microsoft crm professional cal 3.0 product upgrade license pack user cal,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,oftwarftware_1,6
210,2122,0,oftwarftware,title: upgrade terminal emulation software 2006 with media 1u; manufacturer: esker; price: nan,title: make finale 2006 software music production software; manufacturer: nan; price: 424.95,upgrade terminal emulation software 2006 with media 1u,make finale 2006 software music production software,oftwarftware_2,6
244,2423,0,oftwarftware,title: microsoft visual studio team edition for software developers 2005 with msdn premium; manufacturer: microsoft; price: 5479.0,title: microsoft student with encarta premium 2008 complete package; manufacturer: nan; price: 43.6,microsoft visual studio team edition for software developers 2005 with msdn premium,microsoft student with encarta premium 2008 complete package,oftwarftware_2,6
244,2803,0,oftwarftware,title: microsoft visual studio team edition for software developers 2005 with msdn premium; manufacturer: microsoft; price: 5479.0,title: visual studio pro 2005 upgrade ( pc ) microsoft; manufacturer: nan; price: 549.0,microsoft visual studio team edition for software developers 2005 with msdn premium,visual studio pro 2005 upgrade ( pc ) microsoft,oftwarftware_2,6
258,2423,0,oftwarftware,title: microsoft visual studio team edition for software architect 2005 with msdn premium; manufacturer: microsoft; price: 5479.0,title: microsoft student with encarta premium 2008 complete package; manufacturer: nan; price: 43.6,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft student with encarta premium 2008 complete package,oftwarftware_2,6
258,2803,0,oftwarftware,title: microsoft visual studio team edition for software architect 2005 with msdn premium; manufacturer: microsoft; price: 5479.0,title: visual studio pro 2005 upgrade ( pc ) microsoft; manufacturer: nan; price: 549.0,microsoft visual studio team edition for software architect 2005 with msdn premium,visual studio pro 2005 upgrade ( pc ) microsoft,oftwarftware_2,6
271,1512,1,oftwarftware,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: microsoft w87-02380 office sbe 2007 win32; manufacturer: nan; price: 400.34,microsoft office small business 2007,microsoft w87-02380 office sbe 2007 win32,oftwarftware_2,6
271,2137,0,oftwarftware,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: microsoft microsoft office 2004 software suite mac education apple & mac software; manufacturer: nan; price: 148.95,microsoft office small business 2007,microsoft microsoft office 2004 software suite mac education apple & mac software,oftwarftware_3,6
271,2165,0,oftwarftware,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: microsoft microsoft office pro 2004 software suite mac apple & mac software; manufacturer: nan; price: 498.95,microsoft office small business 2007,microsoft microsoft office pro 2004 software suite mac apple & mac software,oftwarftware_3,6
271,2206,0,oftwarftware,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: microsoft office 2004 software suite oem mac apple & mac software; manufacturer: nan; price: 239.95,microsoft office small business 2007,microsoft office 2004 software suite oem mac apple & mac software,oftwarftware_3,6
271,2332,0,oftwarftware,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: designing forms with microsoft office infopath 2007; manufacturer: nan; price: 36.39,microsoft office small business 2007,designing forms with microsoft office infopath 2007,oftwarftware_3,6
271,2411,0,oftwarftware,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: office mac 2004 microsoft 731-01002; manufacturer: nan; price: 331.77,microsoft office small business 2007,office mac 2004 microsoft 731-01002,oftwarftware_3,6
271,3145,0,oftwarftware,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: palo alto business plan pro 2007; manufacturer: nan; price: 83.99,microsoft office small business 2007,palo alto business plan pro 2007,oftwarftware_3,6
271,3215,0,oftwarftware,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft office small business 2007,microsoft ( r ) money 2007 deluxe,oftwarftware_4,6
284,2192,0,oftwarftware,title: sibelius 5 educational edition; manufacturer: sibelius-software-ltd .; price: 329.0,title: sibelius sibelius 4 software music production software; manufacturer: sibelius-software-ltd .; price: 449.95,sibelius 5 educational edition,sibelius sibelius 4 software music production software,oftwarftware_4,6
287,1525,0,oftwarftware,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: crystal reports xi professional edition complete package; manufacturer: nan; price: 537.57,sibelius 5 professional edition,crystal reports xi professional edition complete package,oftwarftware_4,6
287,2141,0,oftwarftware,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: system mechanic 6 professional; manufacturer: nan; price: 36.9,sibelius 5 professional edition,system mechanic 6 professional,oftwarftware_4,6
287,2192,0,oftwarftware,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: sibelius sibelius 4 software music production software; manufacturer: sibelius-software-ltd .; price: 449.95,sibelius 5 professional edition,sibelius sibelius 4 software music production software,oftwarftware_4,6
287,2792,0,oftwarftware,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: adobe dv rack 2.0 hd software for windows professional editing software; manufacturer: nan; price: 499.0,sibelius 5 professional edition,adobe dv rack 2.0 hd software for windows professional editing software,oftwarftware_4,6
287,2839,0,oftwarftware,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: adobe flash cs3 professional ( mac ); manufacturer: nan; price: 699.0,sibelius 5 professional edition,adobe flash cs3 professional ( mac ),oftwarftware_5,6
287,2998,0,oftwarftware,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: orgchart professional 1.3; manufacturer: nan; price: 39.95,sibelius 5 professional edition,orgchart professional 1.3,oftwarftware_5,6
287,3214,0,oftwarftware,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: system mechanic ( r ) 5 professional; manufacturer: nan; price: 69.95,sibelius 5 professional edition,system mechanic ( r ) 5 professional,oftwarftware_5,6
388,2145,0,oftwarftware,title: zonealarm wireless security; manufacturer: encore software; price: 29.99,title: zone alarm pro 5; manufacturer: nan; price: 12.9,zonealarm wireless security,zone alarm pro 5,oftwarftware_5,6
393,2803,0,oftwarftware,title: microsoft visual studio test agent 2005 cd 1 processor license; manufacturer: microsoft software; price: 5099.0,title: visual studio pro 2005 upgrade ( pc ) microsoft; manufacturer: nan; price: 549.0,microsoft visual studio test agent 2005 cd 1 processor license,visual studio pro 2005 upgrade ( pc ) microsoft,oftwarftware_5,6
408,2813,0,oftwarftware,title: before you know it deluxe spanish edition for pc/mac; manufacturer: encore software; price: 29.99,title: webroot spy sweeper spanish edition ( pc ); manufacturer: nan; price: 29.99,before you know it deluxe spanish edition for pc/mac,webroot spy sweeper spanish edition ( pc ),oftwarftware_5,6
432,2398,0,oftwarftware,title: cell phone software solution; manufacturer: susteen; price: 113.1,title: onone software inc. mpr-40212; manufacturer: onone software inc.; price: 66.27,cell phone software solution,onone software inc. mpr-40212,oftwarftware_6,6
436,2783,1,oftwarftware,title: sudoku puzzle addict : unlimited edition; manufacturer: global-software-publ-na; price: nan,title: global software a2960jcw sudoku puzzle addict : unlimited edition win 98 me 2000 xp; manufacturer: nan; price: 8.79,sudoku puzzle addict : unlimited edition,global software a2960jcw sudoku puzzle addict : unlimited edition win 98 me 2000 xp,oftwarftware_6,6
436,2785,0,oftwarftware,title: sudoku puzzle addict : unlimited edition; manufacturer: global-software-publ-na; price: nan,title: global software a2991m2w sudoku puzzle addict ( win 98 me 2000 xp ); manufacturer: global-software-publishing-north-america-inc; price: 8.79,sudoku puzzle addict : unlimited edition,global software a2991m2w sudoku puzzle addict ( win 98 me 2000 xp ),oftwarftware_6,6
479,2418,0,oftwarftware,title: sound studio 3 : record edit add effects to audio ( mac ); manufacturer: freeverse software; price: 79.99,title: sound forge audio studio 9; manufacturer: nan; price: 66.89,sound studio 3 : record edit add effects to audio ( mac ),sound forge audio studio 9,oftwarftware_6,6
479,2452,1,oftwarftware,title: sound studio 3 : record edit add effects to audio ( mac ); manufacturer: freeverse software; price: 79.99,title: sound studio 3 for mac; manufacturer: nan; price: 79.99,sound studio 3 : record edit add effects to audio ( mac ),sound studio 3 for mac,oftwarftware_6,6
482,3130,0,oftwarftware,title: window washer; manufacturer: webroot-software-inc; price: nan,title: webroot ( r ) window washer ( tm ) 5.0; manufacturer: nan; price: 28.99,window washer,webroot ( r ) window washer ( tm ) 5.0,oftwarftware_6,6
490,2441,0,oftwarftware,title: microsoft visual studio professional 2005 upgrade; manufacturer: microsoft software; price: 549.0,title: microsoft windows vista ultimate upgrade; manufacturer: nan; price: 239.95,microsoft visual studio professional 2005 upgrade,microsoft windows vista ultimate upgrade,oftwarftware_7,6
490,2803,1,oftwarftware,title: microsoft visual studio professional 2005 upgrade; manufacturer: microsoft software; price: 549.0,title: visual studio pro 2005 upgrade ( pc ) microsoft; manufacturer: nan; price: 549.0,microsoft visual studio professional 2005 upgrade,visual studio pro 2005 upgrade ( pc ) microsoft,oftwarftware_7,6
498,2131,0,oftwarftware,title: mavis beacon typing 17 deluxe by broderbund; manufacturer: encore software; price: 39.99,title: mavis beacon 16; manufacturer: nan; price: 17.9,mavis beacon typing 17 deluxe by broderbund,mavis beacon 16,oftwarftware_7,6
498,2153,0,oftwarftware,title: mavis beacon typing 17 deluxe by broderbund; manufacturer: encore software; price: 39.99,title: mavis beacon teaches typing v17 deluxe pc/mac; manufacturer: nan; price: 29.9,mavis beacon typing 17 deluxe by broderbund,mavis beacon teaches typing v17 deluxe pc/mac,oftwarftware_7,6
501,2165,0,oftwarftware,title: microsoft digital image suite plus [ lb ]; manufacturer: microsoft software; price: 129.95,title: microsoft microsoft office pro 2004 software suite mac apple & mac software; manufacturer: nan; price: 498.95,microsoft digital image suite plus [ lb ],microsoft microsoft office pro 2004 software suite mac apple & mac software,oftwarftware_7,6
510,2845,0,oftwarftware,title: reader rabbit learning system 1st grade; manufacturer: encore software; price: 29.99,title: dr. seuss reading learning system 2008 encore; manufacturer: nan; price: 19.95,reader rabbit learning system 1st grade,dr. seuss reading learning system 2008 encore,oftwarftware_7,6
512,2154,0,oftwarftware,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: adobe after effects professional 7 software for windows effects software; manufacturer: nan; price: 999.0,microsoft windows xp professional upgrade with sp2,adobe after effects professional 7 software for windows effects software,oftwarftware_8,6
